title,release_year,genres,imdb_score
Ni de coña,2020,"['comedy', 'european']",2.8
Eye for an Eye,2019,"['thriller', 'european']",
The Sky Is Pink,2019,"['drama', 'romance', 'family']",7.5
My Next Guest with David Letterman and Shah Rukh Khan,2019,[],
Chris D'Elia: No Pain,2020,['comedy'],5.9
Luka Chuppi,2019,"['romance', 'drama', 'comedy']",6.3
Earth and Blood,2020,['thriller'],
All Day and a Night,2020,['drama'],5.9
The Fisherman's Diary,2020,['drama'],6.4
Felipe Esparza: Bad Decisions,2020,['comedy'],5.4
Bennett's War,2019,"['drama', 'sport']",6.0
Paris Is Us,2019,"['drama', 'european']",4.6
Rattlesnake,2019,"['horror', 'thriller', 'drama', 'crime']",4.6
So Much Love to Give,2020,['comedy'],
Crime Diaries: The Candidate,2019,"['war', 'crime', 'drama', 'thriller']",7.5
Emicida: AmarElo - It's All for Yesterday,2020,"['music', 'documentation']",8.5
Travis Scott: Look Mom I Can Fly,2019,"['music', 'documentation']",6.3
Tom Papa: You're Doing Great!,2020,['comedy'],7.2
Best Leftovers Ever!,2020,['reality'],5.6
Sarah Cooper: Everything's Fine,2020,['comedy'],5.5
Dancing with the Birds,2019,['documentation'],
"Lorena, Light-footed Woman",2019,['documentation'],
Betaal,2020,"['action', 'horror', 'thriller']",5.4
Blood Will Tell,2019,"['thriller', 'drama']",6.1
Over Christmas,2020,"['drama', 'comedy']",
Brave Blue World,2019,['documentation'],6.7
Dating Around,2019,"['reality', 'romance']",6.3
Soni,2019,"['crime', 'drama']",7.1
A Babysitter's Guide to Monster Hunting,2020,"['fantasy', 'comedy', 'family']",5.4
Too Handsome To Handle,2019,"['romance', 'drama', 'comedy']",6.8
"Good Morning, Verônica",2020,"['drama', 'thriller', 'crime']",7.6
Mismatched,2020,"['comedy', 'drama', 'romance']",5.5
Fearless,2020,"['comedy', 'scifi', 'documentation', 'animation', 'family']",4.9
Justine,2019,['drama'],6.7
Rilakkuma and Kaoru,2019,"['comedy', 'drama', 'family', 'animation']",8.3
Dragon Quest: Your Story,2019,"['action', 'animation', 'family', 'fantasy']",6.5
Hello Ninja,2019,"['animation', 'action', 'comedy', 'family', 'fantasy']",6.7
ReMastered: The Miami Showband Massacre,2019,"['documentation', 'music', 'crime']",7.0
Bobbleheads: The Movie,2020,"['comedy', 'family', 'animation']",2.4
Dad Wanted,2020,"['drama', 'family', 'comedy']",5.7
The Good Detective,2020,"['crime', 'drama']",
Good Sam,2019,"['drama', 'comedy']",5.7
Aziz Ansari: Right Now,2019,['comedy'],7.5
Stay Tuned!,2019,['comedy'],7.5
Sturgill Simpson Presents Sound & Fury,2019,['animation'],
Wonder Boy,2019,"['documentation', 'european']",
Chief of Staff,2019,['war'],
Katherine Ryan: Glitter Room,2019,['comedy'],6.7
Quiet,2020,['drama'],6.4
Secrets of the Saqqara Tomb,2020,"['documentation', 'history']",7.2
Wish Upon a Unicorn,2020,"['fantasy', 'family']",5.4
Ludo,2020,"['crime', 'action', 'comedy', 'drama']",7.6
Dolly Parton's Christmas on the Square,2020,"['comedy', 'family']",5.2
Xico's Journey,2020,"['family', 'fantasy', 'animation']",5.1
Holiday on Mars,2020,"['comedy', 'scifi']",2.7
Wanda Sykes: Not Normal,2019,['comedy'],7.2
Giving Voice,2020,['documentation'],
Midnight at the Magnolia,2020,"['comedy', 'romance']",5.8
Happy Jail,2019,['documentation'],6.9
All the Freckles in the World,2019,"['comedy', 'romance', 'sport']",5.2
Say I Do,2020,['reality'],7.7
Sintonia,2019,"['crime', 'drama', 'music']",6.7
Grego Rossello: Disculpe las molestias,2019,['comedy'],4.5
Hating Peter Tatchell,2020,['documentation'],7.6
Dead Kids,2019,"['thriller', 'crime']",
Sitting in Limbo,2020,['drama'],
Who Would You Take to a Deserted Island?,2019,"['drama', 'european']",5.3
Kidnapping Stella,2019,"['crime', 'thriller']",4.9
Paradise Beach,2019,"['action', 'drama', 'thriller', 'crime', 'european']",4.6
I Am Vengeance: Retaliation,2020,['action'],3.4
Black Beach,2020,"['drama', 'thriller', 'fantasy', 'action']",5.6
Hope Frozen,2019,['documentation'],
The Writer,2019,"['drama', 'crime']",8.2
The Brave,2019,"['thriller', 'action', 'crime']",5.0
American Woman,2019,['drama'],
Road to Roma,2020,['documentation'],7.6
The Blue Elephant 2,2019,"['thriller', 'crime', 'drama', 'horror']",8.2
Bread Barbershop,2020,['animation'],7.3
Korean Pork Belly Rhapsody,2020,['documentation'],7.7
Whitney Cummings: Can I Touch It?,2019,['comedy'],6.5
Petta,2019,"['drama', 'action']",7.3
Dying to Tell,2019,"['documentation', 'european']",6.8
Back of the Net,2019,"['drama', 'comedy', 'family']",5.1
Urzila Carlson: Overqualified Loser,2020,['comedy'],6.3
Boi,2019,"['thriller', 'european']",
The (Silent) War,2019,"['thriller', 'crime', 'war', 'action', 'drama', 'european']",5.6
Our Planet: Behind the Scenes,2019,['documentation'],8.4
Chico Bon Bon: Monkey with a Tool Belt,2020,[],
Booba: Food Puzzle,2020,"['animation', 'comedy', 'family']",8.3
Vikruthi,2019,"['comedy', 'drama']",7.4
"Berlin, Berlin",2020,"['comedy', 'drama', 'romance']",3.8
Maria,2019,"['action', 'crime', 'drama', 'thriller']",5.0
The Little Switzerland,2019,"['comedy', 'european']",4.8
You've Got This,2020,"['comedy', 'romance']",5.8
Let's Dance,2019,"['drama', 'comedy', 'music', 'family']",5.9
Kevin Hart: Zero F**ks Given,2020,['comedy'],6.0
Asphalt Goddess,2020,['drama'],4.9
Kevin Hart: Irresponsible,2019,['comedy'],6.5
COMEDIANS of the world,2019,['comedy'],6.5
"¡Ay, mi madre!",2019,"['comedy', 'european']",3.9
The Queen and the Conqueror,2020,"['history', 'drama']",6.6
Keeping the Bees,2019,['drama'],5.8
Kaamyaab,2020,['drama'],
The Larva Island Movie,2020,"['family', 'animation', 'comedy']",5.1
Skin Decision: Before and After,2020,['reality'],5.8
The Fabulous Lives of Bollywood Wives,2020,"['reality', 'documentation', 'romance']",5.3
Chopsticks,2019,"['drama', 'comedy']",6.5
The Princess Switch: Switched Again,2020,['romance'],
Dragons: Rescue Riders: Hunt for the Golden Dragon,2020,"['action', 'comedy', 'family', 'fantasy', 'animation']",5.2
"ariana grande: excuse me, i love you",2020,"['music', 'documentation']",6.3
Malang,2020,"['romance', 'drama', 'thriller', 'action', 'crime']",6.6
Welcome to Sudden Death,2020,['action'],4.3
Holiday Rush,2019,"['comedy', 'drama', 'romance', 'family']",4.9
Little Big Women,2020,['drama'],7.2
Christmas Crossfire,2020,"['thriller', 'crime', 'comedy']",4.8
Calum von Moger: Unbroken,2019,['documentation'],6.3
Despite Everything,2019,"['comedy', 'european']",5.3
Jimmy Carr: The Best of Ultimate Gold Greatest Hits,2019,['comedy'],7.3
El Final del Paraíso,2019,"['action', 'drama']",5.1
Typewriter,2019,"['thriller', 'horror', 'drama']",6.5
Southern Survival,2020,['reality'],5.1
Happy Old Year,2019,"['drama', 'romance']",7.2
Shikara,2020,"['romance', 'drama', 'history']",3.3
Milestone,2020,['drama'],6.6
Rubaru Roshni,2019,['documentation'],8.7
Ready to Mingle,2019,"['comedy', 'romance']",5.9
Deadly Switch,2019,['thriller'],4.5
Parchís: the Documentary,2019,"['documentation', 'music']",6.8
Double World,2020,"['action', 'fantasy']",6.1
Psycho,2020,"['crime', 'thriller', 'drama']",6.2
"Kalel, 15",2019,['drama'],7.3
How To Ruin Christmas,2020,"['drama', 'comedy']",6.1
Tell Me When,2020,"['drama', 'documentation', 'comedy']",5.7
Trigger Warning with Killer Mike,2019,"['documentation', 'comedy']",6.9
Nadiya's Time to Eat,2019,['reality'],
Shawn Mendes: In Wonder,2020,"['music', 'documentation']",6.5
Kaali Khuhi,2020,"['thriller', 'horror', 'drama']",3.5
Canvas,2020,['drama'],
Masaba Masaba,2020,"['comedy', 'drama']",6.8
Gunjan Saxena: The Kargil Girl,2020,"['drama', 'action', 'war']",5.6
AK vs AK,2020,"['drama', 'action', 'thriller', 'comedy', 'crime']",6.9
A Christmas Prince: The Royal Baby,2019,"['romance', 'family']",5.3
"Sí, Mi Amor",2020,['romance'],
Until Dawn,2020,"['reality', 'comedy']",2.5
The Irishman: In Conversation,2019,['documentation'],
Carmen Sandiego: To Steal or Not to Steal,2020,"['animation', 'action', 'family']",
Fierce,2020,"['comedy', 'music']",
The Bridge Curse,2020,"['horror', 'thriller']",
Eric Andre: Legalize Everything,2020,['comedy'],6.1
Cargo,2019,"['drama', 'fantasy', 'scifi']",5.6
Article 15,2019,"['crime', 'drama', 'thriller']",8.2
Tragic Jungle,2020,['drama'],5.6
Malibu Rescue,2019,"['action', 'comedy', 'family']",5.0
The Black Godfather,2019,"['documentation', 'music']",7.4
Life Overtakes Me,2019,['documentation'],5.0
Made in China,2019,"['drama', 'comedy', 'crime', 'romance', 'thriller', 'european']",6.3
The Good Bandit,2019,"['drama', 'comedy', 'crime']",7.8
90 ML,2019,"['comedy', 'drama', 'romance']",3.4
"Los Briceño, una familia todo terreno",2019,['drama'],8.0
99 Songs,2019,['romance'],7.1
Three Days of Christmas,2019,['drama'],6.8
Astronomy Club: The Sketch Show,2019,['comedy'],6.9
Dollar,2019,"['drama', 'romance', 'action']",6.6
Really Love,2020,"['drama', 'romance']",6.0
Kitty Love: An Homage to Cats,2020,"['documentation', 'european']",5.2
Adú,2020,"['drama', 'european']",
Living in Bondage: Breaking Free,2019,"['drama', 'fantasy']",5.3
Styling Hollywood,2019,['reality'],6.6
Narcoworld: Dope Stories,2019,"['crime', 'documentation']",6.6
Making Unorthodox,2020,['documentation'],
Full Out 2: You Got This!,2020,['family'],4.6
Sugar Rush Christmas,2019,['reality'],6.8
Hazel Brugger: Tropical,2020,['comedy'],6.4
Handsome Siblings,2020,"['fantasy', 'romance', 'action', 'comedy', 'drama']",7.9
Fire in Paradise,2019,['documentation'],
Queer Eye: We're in Japan!,2019,['reality'],8.2
Evelyn,2019,['documentation'],7.2
Bard of Blood,2019,"['action', 'drama', 'thriller']",6.8
Find Yourself,2020,"['drama', 'romance']",7.6
Just Another Christmas,2020,"['comedy', 'family', 'drama']",6.7
21 Again,2019,"['documentation', 'reality']",5.4
Malibu Rescue: The Next Wave,2020,"['comedy', 'family', 'action']",4.7
Archibald's Next Big Thing,2019,"['scifi', 'animation', 'comedy', 'family', 'fantasy', 'action']",7.5
High & Low: The Worst,2019,"['action', 'comedy']",6.6
Prank Encounters,2019,"['comedy', 'horror', 'reality', 'scifi']",5.2
The Boys in the Band: Something Personal,2020,['documentation'],7.2
Dance Dreams: Hot Chocolate Nutcracker,2020,"['documentation', 'family']",7.0
Octonauts and the Great Barrier Reef,2020,"['animation', 'comedy', 'family', 'action']",6.6
The Iliza Shlesinger Sketch Show,2020,['comedy'],5.0
Alien Warfare,2019,"['thriller', 'action', 'scifi']",2.6
Leslie Jones: Time Machine,2020,['comedy'],
Jack Whitehall: Christmas with my Father,2019,"['comedy', 'documentation']",6.0
Pinkfong & Baby Shark's Space Adventure,2019,"['animation', 'family', 'fantasy']",5.1
Levius,2019,"['animation', 'action', 'scifi']",6.9
The Stand at Paxton County,2020,"['thriller', 'drama']",6.4
Shine Your Eyes,2020,"['drama', 'thriller']",6.4
The Lockdown Plan,2020,[],6.5
Go! Go! Cory Carson,2020,"['animation', 'comedy', 'family']",7.9
Out Of The Clear Blue Sky,2019,"['comedy', 'drama']",
DeMarcus Family Rules,2020,['reality'],6.2
Funny Boy,2020,['drama'],
What the F* Is Going On?,2019,['documentation'],7.5
My Dear Warrior,2019,"['fantasy', 'romance']",4.6
Pili Fantasy: War of Dragons,2019,"['animation', 'action', 'fantasy']",6.7
Inhuman Kiss,2019,"['romance', 'drama', 'horror']",6.4
Team Kaylie,2019,['comedy'],4.0
Nate: A One Man Show,2020,['comedy'],6.6
Milkwater,2020,['drama'],
"Ray Romano: Right Here, Around the Corner",2019,"['comedy', 'documentation']",7.2
Jai Mummy Di,2020,"['romance', 'comedy', 'drama']",3.6
The Unknown Saint,2020,"['drama', 'comedy', 'crime']",6.5
Spelling the Dream,2020,['documentation'],6.9
Hire a Woman,2019,"['romance', 'comedy']",7.4
Tobot Galaxy Detectives,2020,['animation'],7.0
Put Your Head on My Shoulder,2019,"['drama', 'romance', 'comedy']",8.0
The Crystal Calls - Making The Dark Crystal: Age of Resistance,2019,['documentation'],7.6
Green Door,2019,"['drama', 'comedy', 'horror', 'thriller']",6.5
A Road to Wellbeing,2020,['documentation'],6.2
GAME ON: A Comedy Crossover Event,2020,"['comedy', 'family']",5.4
Panipat,2019,"['romance', 'action', 'drama', 'history', 'war']",5.4
Octonauts and the Caves of Sac Actun,2020,"['animation', 'comedy', 'family']",6.2
"Ken Jeong: You Complete Me, Ho",2019,['comedy'],5.7
One-Way to Tomorrow,2020,"['romance', 'comedy', 'drama']",5.6
Ginny Weds Sunny,2020,"['drama', 'romance', 'comedy']",5.7
Ma Rainey's Black Bottom: A Legacy Brought to Screen,2020,['documentation'],
Back to School,2019,['comedy'],
Sol Levante,2020,['scifi'],
The Underclass,2020,['drama'],6.4
Merry Men 2: Another Mission,2019,"['comedy', 'action']",6.4
Ahaan,2019,"['drama', 'comedy']",7.0
Simon Amstell: Set Free,2019,['comedy'],6.5
Cricket Fever: Mumbai Indians,2019,"['documentation', 'sport']",7.2
Romeo Akbar Walter,2019,"['thriller', 'drama', 'action']",6.6
Angela's Christmas Wish,2020,"['animation', 'comedy', 'drama', 'family']",7.1
Dolly Kitty and Those Twinkling Stars,2019,"['drama', 'comedy']",5.5
Bridezilla,2019,"['romance', 'drama', 'comedy']",6.1
Father Soldier Son,2020,"['war', 'documentation']",7.3
Alelí,2019,"['comedy', 'drama']",6.3
The Magic School Bus Rides Again: Kids in Space,2020,"['action', 'family', 'animation', 'comedy', 'scifi']",5.9
Shawn Mendes: Live in Concert,2020,"['documentation', 'music']",7.1
Firebrand,2019,['drama'],5.1
Serious Men,2020,"['comedy', 'drama']",6.8
Furtive,2020,['thriller'],5.1
Upstarts,2019,"['drama', 'comedy']",6.7
House Arrest,2019,['comedy'],5.5
Illegal Woman,2020,"['drama', 'crime', 'european']",6.2
The Unremarkable Juanquini,2020,['comedy'],4.3
Ghosts of Sugar Land,2019,['documentation'],
Tootsies & The Fake,2019,['comedy'],5.9
Sugar Rush,2019,"['action', 'comedy']",6.7
Varane Avashyamund,2020,"['comedy', 'romance', 'family', 'drama']",6.9
"Colin Quinn: Red State, Blue State",2019,['comedy'],7.6
Tijuana,2019,"['drama', 'crime']",6.9
The Rope Curse 2,2020,['horror'],4.7
Shimla Mirchi,2020,"['romance', 'comedy']",4.6
Love,2020,"['thriller', 'drama']",7.0
Juman,2019,"['romance', 'drama']",5.2
Santana,2020,"['action', 'drama', 'crime']",3.9
The Legacy of the Bones,2019,"['crime', 'thriller', 'european']",6.3
Nneka the Pretty Serpent,2020,"['horror', 'fantasy']",3.8
YooHoo to the Rescue,2019,['family'],6.8
The Most Dangerous Man in Europe,2020,"['documentation', 'history', 'war']",6.8
Not a Game,2020,"['documentation', 'drama']",
Sing On! Germany,2020,"['reality', 'music']",5.4
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,2019,['documentation'],7.1
Mutiny of the Worker Bees,2020,['comedy'],4.0
Blanche Gardin - Bonne nuit Blanche,2019,['comedy'],
Sing On!,2020,"['reality', 'music']",6.4
Indoo Ki Jawani,2020,"['comedy', 'drama']",3.0
Living Undocumented,2019,['documentation'],6.7
Rogue Warfare: The Hunt,2019,['action'],3.1
Once Again,2019,"['drama', 'romance', 'european']",7.0
Drive,2019,"['thriller', 'crime', 'drama', 'action']",3.7
Whispers,2020,['drama'],
A Second Chance: Rivals!,2019,"['family', 'drama', 'sport']",4.7
Paava Kadhaigal,2020,"['drama', 'family']",8.1
Eggnoid: Love & Time Portal,2019,"['drama', 'fantasy', 'romance', 'scifi']",6.2
The Devil Punisher,2020,"['scifi', 'fantasy', 'romance']",5.9
StarBeam,2020,[],
Almost Love,2019,"['comedy', 'drama', 'romance']",5.7
Ari Eldjárn: Pardon My Icelandic,2020,['comedy'],
The Trap,2019,['comedy'],4.3
Guillermo Vilas: Settling the Score,2020,"['documentation', 'sport']",7.1
The 3rd Eye 2,2019,"['horror', 'thriller', 'fantasy', 'drama']",5.3
Guatemala: Heart of the Mayan World,2019,['documentation'],6.6
Krishna and His Leela,2020,"['comedy', 'romance']",5.6
Nailed It! Mexico,2019,['reality'],6.2
Raat Akeli Hai,2020,"['thriller', 'crime', 'drama']",7.3
The Spooky Tale of Captain Underpants Hack-a-Ween,2019,"['comedy', 'family', 'animation', 'action']",6.0
Country Ever After,2020,"['reality', 'music']",6.3
Dogwashers,2020,"['comedy', 'drama', 'crime']",5.8
Mighty Little Bheem,2019,"['comedy', 'family', 'fantasy', 'animation']",6.4
Hospital,2020,['thriller'],
The Day I Lost My Shadow,2019,['drama'],6.1
Shanghai Fortress,2019,"['scifi', 'war', 'action']",4.3
Thiago Ventura: POKAS,2020,['comedy'],6.4
Graceful Friends,2020,"['drama', 'crime']",
Rhyme Time Town,2020,"['animation', 'comedy', 'family']",7.5
Hunter in the Blue Side of Manchester,2020,['drama'],5.8
Sakho & Mangane,2019,"['action', 'comedy']",6.5
Bhaag Beanie Bhaag,2020,"['drama', 'comedy']",
Romance Doll,2020,['drama'],
Sitara,2019,"['drama', 'animation']",8.0
Torbaaz,2020,"['drama', 'thriller', 'action', 'sport']",7.0
Sam Jay: 3 in the Morning,2020,['comedy'],6.4
Feo pero Sabroso,2019,['comedy'],4.3
Nothing to Lose 2,2019,['drama'],3.8
Manmadhudu 2,2019,"['comedy', 'drama', 'romance']",4.8
After the Raid,2019,['documentation'],
Kevin Hart's Guide to Black History,2019,['comedy'],5.5
Crazy Awesome Teachers,2020,"['comedy', 'drama']",6.2
"Coronavirus, Explained",2020,['documentation'],7.6
Oh! Baby,2019,['fantasy'],
ReMastered: The Lion's Share,2019,"['music', 'documentation']",6.9
ReMastered: Massacre at the Stadium,2019,"['documentation', 'drama']",7.2
Iliza Shlesinger: Unveiled,2019,['comedy'],6.5
Door Ke Darshan,2020,"['drama', 'comedy']",
Motichoor Chaknachoor,2019,"['comedy', 'romance', 'drama']",5.8
The Match,2020,"['drama', 'european']",
Any Crybabies Around?,2020,['drama'],6.0
Free Rein: Valentine's Day,2019,['romance'],
Hasmukh,2020,"['crime', 'comedy', 'drama']",5.3
Bulletproof 2,2020,"['crime', 'action', 'comedy', 'drama']",3.5
The Body,2019,"['thriller', 'comedy']",5.5
ปริศนาล่าข้ามเวลา,2019,[],
A Little Thing Called First Love,2019,"['comedy', 'romance', 'drama']",8.0
A Choo,2020,"['comedy', 'romance', 'fantasy', 'action']",5.4
You Are My Home,2020,['family'],
Uyare,2019,['drama'],8.1
Eeb Allay Ooo!,2020,"['drama', 'comedy']",7.2
The House of Flowers Presents: The Funeral,2019,['comedy'],
Spookley and the Christmas Kittens,2019,['animation'],
Axone,2019,"['drama', 'comedy']",6.9
Twogether,2020,['reality'],8.4
Choked: Paisa Bolta Hai,2020,"['drama', 'thriller']",5.7
Tiffany Haddish Presents: They Ready,2019,"['comedy', 'reality']",6.5
Afonso Padilha: Classless,2020,['comedy'],6.9
Irandam Ulagaporin Kadaisi Gundu,2019,"['drama', 'thriller']",7.2
A Queen Is Born,2020,['reality'],5.9
Antoine Griezmann: The Making of a Legend,2019,"['documentation', 'sport']",6.5
Mundina Nildana,2019,"['romance', 'comedy', 'drama']",6.2
A Go! Go! Cory Carson Halloween,2020,"['family', 'animation', 'horror']",6.3
Go! The Unforgettable Party,2019,"['music', 'family']",5.0
Scarecrow,2019,['comedy'],
Edoardo Ferrario: Temi Caldi,2019,['comedy'],6.4
Sky Tour: The Movie,2020,"['documentation', 'music']",8.8
Tiffany Haddish: Black Mitzvah,2019,['comedy'],6.2
Birders,2019,['documentation'],
Sing On! Spain,2020,"['music', 'reality']",6.0
Aziza,2019,"['comedy', 'drama']",
Sillu Karupatti,2019,"['drama', 'romance']",8.0
Michelle Buteau: Welcome to Buteaupia,2020,['comedy'],
The Lost Okoroshi,2020,"['action', 'drama']",5.8
Cooked With Cannabis,2020,['reality'],6.5
Kappela,2020,"['comedy', 'romance']",7.5
Adam Devine: Best Time of Our Lives,2019,['comedy'],5.9
Mo Gilligan: Momentum,2019,['comedy'],6.3
Uncovered,2019,"['drama', 'thriller', 'action']",4.8
London Hughes: To Catch A D*ck,2020,['comedy'],4.7
Kandasamys: The Wedding,2019,['comedy'],6.0
Velvet Colección: Grand Finale,2020,"['comedy', 'romance']",7.2
Dark City Beneath the Beat,2020,"['music', 'documentation']",6.7
Redemption,2019,"['action', 'drama', 'thriller']",6.0
Mi amigo Alexis,2019,"['comedy', 'drama', 'family', 'sport']",5.1
Oldsters,2020,['comedy'],
Citation,2020,"['thriller', 'drama']",6.1
Voices of Fire,2020,"['music', 'reality']",6.8
Hot Gimmick: Girl Meets Boy,2019,"['romance', 'drama']",
Larry Charles' Dangerous World of Comedy,2019,"['documentation', 'comedy']",7.3
Whindersson Nunes: Adulto,2019,['comedy'],7.0
No hay tiempo para la vergüenza,2019,['reality'],5.7
นางสาวก้นครัว,2019,[],
Bhangra Paa Le,2020,"['music', 'comedy', 'drama']",6.2
Anelka: Misunderstood,2020,"['documentation', 'sport']",6.4
Fadily Camara: La plus drôle de tes copines,2019,['comedy'],5.7
Saverio Raimondo: Il Satiro Parlante,2019,['comedy'],5.6
Thambi,2019,['thriller'],
Òlòtūré,2019,"['drama', 'crime']",5.5
La Vocera,2020,['documentation'],7.2
Money Trap,2019,"['crime', 'comedy']",6.0
"Rob Schneider: Asian Momma, Mexican Kids",2020,['comedy'],5.5
Kill Me If You Dare,2019,"['comedy', 'romance']",4.4
Seriously Single,2020,"['romance', 'comedy']",4.4
Legend Quest: Masters of Myth,2019,"['action', 'animation']",7.6
Badanamu Stories,2020,['animation'],3.4
Super Monsters: Vida's First Halloween,2019,['animation'],5.9
Alex Fernández: The Best Comedian in the World,2020,['comedy'],6.2
Still Laugh-In: The Stars Celebrate,2019,"['comedy', 'music']",5.2
Asura Guru,2020,"['crime', 'thriller', 'action']",3.2
Hong Kong West Side Stories,2019,"['drama', 'comedy']",5.7
Lift Like a Girl,2020,['documentation'],7.8
Wanted - Matloubin,2019,"['comedy', 'drama']",7.2
Francesco De Carlo: Cose di Questo Mondo,2019,['comedy'],6.3
Gone,2020,"['horror', 'drama']",7.1
Charlie's Colorforms City,2019,"['animation', 'family']",7.0
The Legend of White Snake,2019,"['scifi', 'drama', 'fantasy']",7.4
A Family Reunion Christmas,2019,"['comedy', 'family']",5.8
캐치! 티니핑,2020,[],
Miss India,2020,['drama'],
Mayday Life,2019,"['documentation', 'music']",6.7
Voiceless,2020,['thriller'],6.8
Mujeres arriba,2020,"['comedy', 'romance']",3.8
Ricardo Quevedo: los amargados somos más,2019,['comedy'],7.3
Bangkok Love Stories: Plead,2019,['drama'],7.3
Guna 369,2019,"['romance', 'drama']",6.7
RattleSnake: The Ahanna Story,2020,['drama'],5.3
Dino Girl Gauko,2019,"['animation', 'comedy', 'family', 'fantasy', 'scifi']",6.6
Léa & I,2019,['documentation'],6.5
Bookmarks: Celebrating Black Voices,2020,['family'],5.0
"No andaba muerto, estaba de parranda",2020,['comedy'],5.2
Hikaru Utada Laughter in the Dark Tour 2018,2019,"['documentation', 'music']",8.3
The Netflix Afterparty: The Best Shows of The Worst Year,2020,['documentation'],
George Lopez: We'll Do It for Half,2020,['comedy'],5.7
Spirit Riding Free: Spirit of Christmas,2019,"['animation', 'action', 'comedy', 'drama', 'family']",5.2
Maska,2020,"['comedy', 'drama', 'romance']",5.8
Sexy Central,2019,['comedy'],
The Letter Reader,2019,['drama'],
Class of '83,2020,"['crime', 'action', 'drama', 'thriller']",5.8
True: Wuzzle Wegg Day,2020,['animation'],
The Car: Road to Revenge,2019,"['thriller', 'action', 'horror']",4.0
Vir Das: For India,2020,['comedy'],7.7
Mike Epps: Only One Mike,2019,['comedy'],4.7
Revenge of the Pontianak,2019,"['romance', 'horror']",5.3
Night on Earth: Shot in the Dark,2020,['documentation'],7.8
Love and Fury,2020,['documentation'],6.8
Thomas & Friends: Marvelous Machinery,2020,"['family', 'fantasy', 'animation', 'action']",6.1
Thomas & Friends: Digs & Discoveries,2019,['animation'],
The Path of the Anaconda,2019,['documentation'],6.8
Quam's Money,2020,['action'],
Super Monsters: The New Class,2020,['animation'],
Aaviri,2019,"['thriller', 'drama']",4.0
Chaman Bahar,2020,"['drama', 'comedy']",7.0
Dorasani,2019,"['drama', 'romance']",5.8
StarBeam: Halloween Hero,2020,['animation'],
Kaake Da Viyah,2019,"['comedy', 'romance']",5.0
Yeh Ballet,2020,['drama'],7.5
Super Monsters Furever Friends,2019,"['fantasy', 'animation']",5.7
Super Monsters Back to School,2019,['animation'],6.2
Whipped,2020,['romance'],
Cairo's Class,2019,['drama'],
Marjoun and the Flying Headscarf,2019,['drama'],6.8
Arashi's Diary: Voyage,2019,"['documentation', 'music']",7.7
True: Friendship Day,2020,"['animation', 'family']",6.8
"Hello, Privilege. It's Me, Chelsea",2019,['documentation'],4.5
Go! Go! Cory Carson: The Chrissy,2020,['animation'],
Maradona's Legs,2019,['drama'],
Bombay Rose,2019,"['romance', 'animation', 'drama']",6.2
Thottappan,2019,['drama'],6.9
Luccas Neto em: Uma Babá Muito Esquisita,2019,"['comedy', 'family']",3.0
I'm Leaving Now,2019,"['documentation', 'european']",6.5
Spirit Riding Free: Ride Along Adventure,2020,"['animation', 'action', 'drama', 'family', 'western', 'comedy']",5.9
Encounters,2019,['comedy'],
El límite infinito,2020,['documentation'],
Fan Girl,2020,['drama'],6.7
122,2019,"['horror', 'thriller']",6.2
A Trash Truck Christmas,2020,"['animation', 'comedy', 'family']",5.5
Lugar de Mulher,2019,['comedy'],4.7
Mighty Little Bheem: Festival of Colors,2020,"['animation', 'comedy']",7.2
"Yours Sincerely, Kanan Gill",2020,['comedy'],7.2
The Zoya Factor,2019,"['romance', 'sport', 'comedy', 'drama']",4.2
Mere Pyare Prime Minister,2019,['drama'],6.8
Daniel Sosa: Maleducado,2019,['comedy'],6.1
A Thousand Goodnights,2019,['drama'],8.0
Red Snow,2019,['drama'],4.6
Ibrahim: A Fate to Define,2019,['documentation'],7.5
To Be of Service,2019,['documentation'],7.3
It Takes a Lunatic,2019,"['documentation', 'drama']",6.6
What are the Odds?,2019,"['drama', 'music', 'documentation']",5.3
Omo Ghetto: The Saga,2020,"['comedy', 'drama', 'action']",7.2
The App,2019,"['scifi', 'thriller', 'drama']",2.7
Amit Tandon: Family Tandoncies,2020,['comedy'],7.0
Belmonte,2019,"['drama', 'comedy', 'european']",6.1
40 Sticks,2020,"['thriller', 'crime']",6.7
An Unremarkable Christmas,2020,"['comedy', 'drama']",3.2
Who's the Boss,2020,"['comedy', 'romance']",5.6
Love Like the Falling Rain,2020,"['drama', 'romance', 'fantasy']",4.9
Bombairiya,2019,"['crime', 'drama', 'comedy']",4.5
"Hello, Love, Goodbye",2019,"['drama', 'romance']",7.4
Kilometers and Kilometers,2020,"['drama', 'comedy']",6.4
Love for Sale 2,2019,"['drama', 'romance']",7.0
Liss Pereira: Reteniendo Liquidos,2019,['comedy'],6.4
Los Tigres del Norte at Folsom Prison,2019,"['documentation', 'music']",7.0
Cops and Robbers,2020,['animation'],6.9
Nailed It! Germany,2020,['reality'],5.7
Sarvam Thaala Mayam,2019,"['drama', 'music']",7.6
Miranda Sings Live... Your Welcome,2019,['comedy'],5.5
Jeff Garlin: Our Man in Chicago,2019,['comedy'],5.9
Hope Ranch,2020,['family'],4.3
Six Windows in the Desert,2020,"['drama', 'comedy', 'history', 'scifi']",4.3
